"class","term","property","parent term","depth","term kind","field tier","abstract","description","rdfs:comment","json path","reached via paths"
"Inference","measurementDenominator.populationType.identifier","identifier","measurementDenominator.populationType","3","validation property","","","An identifier associated with the work","","hits[Inference].validation.properties.measurementDenominator.properties.populationType.oneOf[2].properties.identifier","1"
"Inference","measurementDenominator.populationType.url","url","measurementDenominator.populationType","3","validation property","","","The url of the work","","hits[Inference].validation.properties.measurementDenominator.properties.populationType.oneOf[2].properties.url","1"
"Inference","measurementDenominator.constraintProperty","constraintProperty","measurementDenominator","2","validation property","","","Indicates a property used as a constraint. For example, in the definition of a StatisticalVariable. The value is a property, either from within Schema.org or from other compatible (e.g. RDF) systems such as DataCommons.org or Wikidata.org. ","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty","1"
"Inference","measurementDenominator.constraintProperty.description","description","measurementDenominator.constraintProperty","3","validation property","","","Description of the property","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[0].properties.description","2"
"Inference","measurementDenominator.constraintProperty.name","name","measurementDenominator.constraintProperty","3","validation property","","","Name of the property","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[0].properties.name","2"
"Inference","measurementDenominator.constraintProperty.identifier","identifier","measurementDenominator.constraintProperty","3","validation property","","","An identifier associated with the property","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[0].properties.identifier","2"
"Inference","measurementDenominator.constraintProperty.url","url","measurementDenominator.constraintProperty","3","validation property","","","The url of the property","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[0].properties.url","2"
"Inference","measurementDenominator.constraintProperty.name","name","measurementDenominator.constraintProperty","3","validation property","","","The name of the item.","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[1].properties.name","2"
"Inference","measurementDenominator.constraintProperty.identifier","identifier","measurementDenominator.constraintProperty","3","validation property","","","The identifier property represents any kind of identifier for any kind of Thing, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See background notes for more details.","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[1].properties.identifier","2"
"Inference","measurementDenominator.constraintProperty.url","url","measurementDenominator.constraintProperty","3","validation property","","","URL of the item.","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[1].properties.url","2"
"Inference","measurementDenominator.constraintProperty.termCode","termCode","measurementDenominator.constraintProperty","3","validation property","","","A code that identifies this DefinedTerm within a DefinedTermSet.","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[1].properties.termCode","2"
"Inference","measurementDenominator.constraintProperty.description","description","measurementDenominator.constraintProperty","3","validation property","","","A description of the item.","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[1].properties.description","2"
"Inference","measurementDenominator.constraintProperty.inDefinedTermSet","inDefinedTermSet","measurementDenominator.constraintProperty","3","validation property","","","A DefinedTermSet that contains this term.","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[1].properties.inDefinedTermSet","2"
"Inference","measurementDenominator.constraintProperty.originalName","originalName","measurementDenominator.constraintProperty","3","validation property","","","The original name of the item, before any metadata standardization/normalization","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[1].properties.originalName","2"
"Inference","measurementDenominator.constraintProperty.isCurated","isCurated","measurementDenominator.constraintProperty","3","validation property","","","A boolean indicator describing whether or not this DefinedTerm was curated as the value of a property.","","hits[Inference].validation.properties.measurementDenominator.properties.constraintProperty.anyOf[1].properties.isCurated","2"
"Inference","measurementMethod","measurementMethod","","1","validation property","optional","","A subproperty of [[measurementTechnique]] that can be used for specifying specific methods, in particular via [[MeasurementMethodEnum]].","","hits[Inference].validation.properties.measurementMethod","1"
"Inference","measurementMethod.name","name","measurementMethod","2","validation property","","","The name of the item.","","hits[Inference].validation.properties.measurementMethod.anyOf[1].properties.name","2"
"Inference","measurementMethod.identifier","identifier","measurementMethod","2","validation property","","","The identifier property represents any kind of identifier for any kind of Thing, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See background notes for more details.","","hits[Inference].validation.properties.measurementMethod.anyOf[1].properties.identifier","2"
"Inference","measurementMethod.url","url","measurementMethod","2","validation property","","","URL of the item.","","hits[Inference].validation.properties.measurementMethod.anyOf[1].properties.url","2"
"Inference","measurementMethod.termCode","termCode","measurementMethod","2","validation property","","","A code that identifies this DefinedTerm within a DefinedTermSet.","","hits[Inference].validation.properties.measurementMethod.anyOf[1].properties.termCode","2"
"Inference","measurementMethod.description","description","measurementMethod","2","validation property","","","A description of the item.","","hits[Inference].validation.properties.measurementMethod.anyOf[1].properties.description","2"
"Inference","measurementMethod.inDefinedTermSet","inDefinedTermSet","measurementMethod","2","validation property","","","A DefinedTermSet that contains this term.","","hits[Inference].validation.properties.measurementMethod.anyOf[1].properties.inDefinedTermSet","2"
"Inference","measurementMethod.originalName","originalName","measurementMethod","2","validation property","","","The original name of the item, before any metadata standardization/normalization","","hits[Inference].validation.properties.measurementMethod.anyOf[1].properties.originalName","2"
"Inference","measurementMethod.isCurated","isCurated","measurementMethod","2","validation property","","","A boolean indicator describing whether or not this DefinedTerm was curated as the value of a property.","","hits[Inference].validation.properties.measurementMethod.anyOf[1].properties.isCurated","2"
"Inference","observationDate","observationDate","","1","validation property","recommended","","The observationDate of an [[Observation]].","","hits[Inference].validation.properties.observationDate","1"
"Inference","variableMeasured","variableMeasured","","1","validation property","recommended","","The variableMeasured property can indicate (repeated as necessary) the  variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue, or more explicitly as a [[StatisticalVariable]].","The variableMeasured property can indicate (repeated as necessary) the variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue, or more explicitly as a StatisticalVariable.","hits[Inference].validation.properties.variableMeasured","1"
"Inference","variableMeasured.name","name","variableMeasured","2","validation property","","","The name of the item.","","hits[Inference].validation.properties.variableMeasured.anyOf[1].properties.name","2"
